# 15310 - LN 	CL
# 490 	CL
# W7079 	CL
CRL - 2588 	CL
P1 	CL
CLO _ 0008339 	CL
CRL - 2589 	CL
CLO _ 0008343 	CL
CRL - 2590 	CL
CLO _ 0008521 	CL
CRL - 1955 	CL
CCL - 74 	CL
CLO _ 0008287 	CL
CLO _ 0008443 	CL
NBL - 9 	CL
P1 1Ut ( NBL - 9 ) 	CL
P1 . 1 Ut 	CL
PI . 1 Ut 	CL
Pl 1 UT 	CL
cl3910 	CL
CLO _ 0008288 	CL
TIB - 10 	CL
P1 - 1A3 	CL
P1 - 4D6 	CL
CLO _ 0008289 	CL
cl3803 	CL
CLO _ 0008290 	CL
cl3804 	CL
CLO _ 0008292 	CL
CRL - 2676 	CL
CLO _ 0008293 	CL
CRL - 2677 	CL
P116 . c39 	CL
BTO : 0002839 	CL
CHEMBL614660 	CL
CLO _ 0008298 	CL
P - 12 	CL
P12 	CL
P12 - ICH 	CL
P12 - ICHIKAWA 	CL
P12 / ICH 	CL
P12 / ICHIKAWA 	CL
P12 / ICh 	CL
P12 / Ichikawa 	CL
P12ICHIKAWA _ HAEMATOPOIETIC _ AND _ LYMPHOID _ TISSUE 	CL
P12ichikawa 	CL
cl3807 	CL
P153SV40 - T 	CL
BTO : 0000796 	CL
P - 1798 	CL
BTO : 0000596 	CL
CHEMBL614064 	CL
CLO _ 0008301 	CL
CLO _ 0008302 	CL
CRL - 1825 	CL
P - 19 	CL
cl3813 	CL
cl4980 	CL
cl5343 	CL
RCB1790 	CL
CL6 	CL
P19 . CL6 	CL
P19Cl6 	CL
RCB1539 	CL
RCB2318 	CL
CLO _ 0008306 	CL
cl3816 	CL
HB - 9506 	CL
HB - 9505 	CL
RCB2815 	CL
CLO _ 0008311 	CL
cl3821 	CL
HB - 9140 	CL
CLO _ 0008312 	CL
HB - 9119 	CL
HB - 9120 	CL
RCB1197 	CL
CLO _ 0008314 	CL
HB - 9168 	CL
P3 6D4 ( SCRF 43 . 1 ) 	CL
CLO _ 0008316 	CL
HB - 9169 	CL
P3 8D2 ( SCRF 43 . 1 ) 	CL
CLO _ 0008318 	CL
JCRB9109 	CL
TIB - 8 	CL
BTO : 0001907 	CL
CLO _ 0008317 	CL
CLO _ 0008319 	CL
CLO _ 0008320 	CL
GM03573 	CL
JCRB0009 	CL
JCRB9107 	CL
NS - 1 	CL
NS - 1 - Ag4 - 1 	CL
NS1 - Ag 4 / 1 	CL
NS1 - Ag4 / 1 	CL
P3 NS1 Ag4 	CL
P3 NS1 Ag4 / 1 	CL
P3 - NS1 / 1 - Ag4 - 1 	CL
P3 . NS - 1 / 1 . Ag4 . 1 	CL
P3 / NS1 / 1 - Ag4 - 1 	CL
P3 / NSI / 1 - AG4 - 1 	CL
P3X63NS1 	CL
RCB0095 	CL
TIB - 18 	CL
TKG 0233 	CL
cl3823 	CL
cl3824 	CL
cl3825 	CL
cl3826 	CL
cl3827 	CL
cl3828 	CL
JCRB0094 	CL
P30 OHK 	CL
P30 - OHK 	CL
P30 / 0HK 	CL
P30 / Ohkubo 	CL
P30OHK 	CL
RCB1938 	CL
TKG 0463 	CL
JCRB0091 	CL
P31 FUJ 	CL
P31 - FUJ 	CL
P31 / Fujioka 	CL
P31FUJ _ HAEMATOPOIETIC _ AND _ LYMPHOID _ TISSUE 	CL
JCRB0095 	CL
P32 	CL
P32 ISH 	CL
P32 - ISH 	CL
P32 / Ishishida 	CL
P32 / ish 	CL
BTO : 0000748 	CL
CHEMBL389 	CL
CLO _ 0008321 	CL
JCRB0017 	CL
P - 388 	CL
RCB2776 	CL
TKG 0326 	CL
cl3829 	CL
CHEMBL614223 	CL
CPT45 	CL
P388 / CPT 	CL
P388CPT45 	CL
CLO _ 0008324 	CL
P388 / DX 	CL
P388 / dx 	CL
cl3832 	CL
CHEMBL614220 	CL
BTO : 0000984 	CL
CCL - 46 	CL
CLO _ 0008315 	CL
CLO _ 0008326 	CL
CLO _ 0008327 	CL
JCRB0016 	CL
P - 388D1 	CL
P3 88 D1 	CL
P388 - D1 	CL
cl3833 	CL
cl3834 	CL
CLO _ 0008325 	CL
CLO _ 0008328 	CL
P388 D1 IL - 1 	CL
P388D1 ( IL - 1 ) 	CL
TIB - 63 	CL
cl3835 	CL
cl5344 	CL
CLO _ 0008322 	CL
CLO _ 0008323 	CL
P388 . D1 ( clone 3124 ) 	CL
P388 . D1 clone 3124 	CL
P388 . D1 ( cl3124 ) 	CL
cl3831 	CL
cl4921 	CL
JCRB0092 	CL
P39 TSU 	CL
P39 - TSU 	CL
P39 / TSU 	CL
P39 / Tsugane 	CL
TSUGANE 	CL
CLO _ 0008329 	CL
HB - 11129 	CL
CLO _ 0008330 	CL
cl3836 	CL
CHEMBL612705 	CL
CLO _ 0008282 	CL
CLO _ 0008331 	CL
EFO _ 0002312 	CL
HR - 1 	CL
HTB - 62 	CL
P 3 HR 1 	CL
P3HR1 	CL
P3HR1 - BL 	CL
P3HR1 _ HAEMATOPOIETIC _ AND _ LYMPHOID _ TISSUE 	CL
P3HRI 	CL
P3J HR - 1 	CL
P3J - HR - 1 	CL
P3JHR - 1 	CL
P3JHR1 	CL
cl3837 	CL
cl5159 	CL
cl5242 	CL
CLO _ 0008283 	CL
CLO _ 0008332 	CL
HB - 91 	CL
P3NP / PFN 	CL
cl5243 	CL
CLO _ 0008333 	CL
JCRB0708 	CL
P3U - 1 	CL
cl3839 	CL
BTO : 0001118 	CL
CLO _ 0008334 	CL
GM03571 	CL
JCRB9105 	CL
P3 - X63 - Ag8 	CL
P3 - X63Ag8 	CL
TIB - 9 	CL
X63 - Ag8 	CL
cl3840 	CL
cl3841 	CL
cl7165 	CL
CLO _ 0008335 	CL
CLO _ 0009643 	CL
CRL - 1580 	CL
GM03570 	CL
GM3570 	CL
JCRB9030 	CL
NS653 	CL
P3 - X63 - Ag8 . 653 	CL
P3 - X63Ag8 . 653 	CL
P3 . times . 63 Ag8 . 653 	CL
P3X63 - Ag8 . 653 	CL
P3X63Ag8653 	CL
P3x63 - Ag8 . 653 	CL
RCB0146 	CL
X63 - Ag8 . 653 	CL
X63AG8 . 653 	CL
X63Ag8 - 653 	CL
X63Ag8 . 653 	CL
cl3842 	CL
cl3843 	CL
cl3844 	CL
cl3845 	CL
cl3846 	CL
CLO _ 0008336 	CL
CRL - 1597 	CL
JCRB9085 	CL
P3 - X63 - Ag8 - U1 	CL
P3 - X63 - Ag8 . U1 	CL
P3X63Ag8 - U1 	CL
P3X63Ag8 . U1 	CL
cl3847 	CL
cl3848 	CL
cl3849 	CL
cl3850 	CL
HB - 8594 	CL
HB - 8593 	CL
BTO : 0003291 	CL
P - 493 - 6 	CL
p493 - 6 	CL
BTO : 0003540 	CL
JCRB0151 . 1 	CL
CLO _ 0008338 	CL
CRL - 2619 	CL
P53N1S1 	CL
JHU - 56 	CL
P69SV40 	CL
P69SV40 T 	CL
P69SV40 - T 	CL
BTO : 0000985 	CL
CHEMBL614226 	CL
CLO _ 0008340 	CL
CLO _ 0008341 	CL
JCRB0078 	CL
P 815 	CL
P - 815 	CL
RCB1167 	CL
TIB - 64 	CL
TKG 0168 	CL
cl3784 	CL
cl3785 	CL
cl5244 	CL
CLO _ 0008342 	CL
cl3852 	CL
P815 - ( X2 ) 	CL
P815 . X2 	CL
P815X2 	CL
IHW9217 	CL
PA - PP 	CL
CLO _ 0008348 	CL
CRL - 1341 	CL
CLO _ 0008349 	CL
CRL - 1344 	CL
BTO : 0001591 	CL
CHEMBL614949 	CL
CLO _ 0008350 	CL
CRL - 1572 	CL
JCRB9061 	CL
PA I 	CL
PA1 	CL
RCB1946 	CL
cl3856 	CL
cl3857 	CL
cl3858 	CL
cl3859 	CL
JCRB1052 	CL
BTO : 0004529 	CL
PA23 	CL
PA - CLS 52 	CL
CLO _ 0008352 	CL
HB - 117 	CL
CLO _ 0008347 	CL
HB - 118 	CL
PA 2 . 6 	CL
CLO _ 0008353 	CL
CRL - 9078 	CL
cl3864 	CL
cl3865 	CL
cl7178 	CL
CLO _ 0008354 	CL
CRL - 9995 	CL
CLO _ 0008355 	CL
CRL - 2187 	CL
CLO _ 0008356 	CL
CRL - 2188 	CL
CLO _ 0008357 	CL
CRL - 2202 	CL
CLO _ 0008358 	CL
CRL - 2204 	CL
CLO _ 0008359 	CL
CRL - 2203 	CL
CLO _ 0008360 	CL
CRL - 2205 	CL
PA317LXSN16E7 	CL
CLO _ 0008361 	CL
CRL - 2206 	CL
CLO _ 0008362 	CL
CRL - 2207 	CL
PA317LXSN6E7 	CL
PA 682 	CL
CLO _ 0008367 	CL
CLO _ 0008371 	CL
PAB - 100 	CL
TIB - 115 	CL
cl3870 	CL
CLO _ 0008368 	CL
TIB - 117 	CL
CLO _ 0008369 	CL
TIB - 230 	CL
CLO _ 0008370 	CL
CLO _ 0008372 	CL
PAB - 122 	CL
TIB - 116 	CL
cl3871 	CL
PAb1400 	CL
RCB0026 	CL
CLO _ 0008373 	CL
PAB - 1620 	CL
cl5345 	CL
PAb419 	CL
RCB0195 	CL
PAC - 120 	CL
CHEMBL612709 	CL
EFO _ 0001224 	CL
PAC - 2 	CL
PaCa - 5061 	CL
PaCa - 5072 	CL
BTO : 0004848 	CL
PaCa44 	CL
Aries 	CL
PL - iPS - 01 	CL
Capricornus 	CL
PL - iPS - 10 	CL
Aquarius 	CL
PL - iPS - 11 	CL
PL - iPS - 12 	CL
Pisces 	CL
PL - iPS - 02 	CL
Taurus 	CL
Gemini 	CL
PL - iPS - 03 	CL
Cancer 	CL
PL - iPS - 04 	CL
Leo 	CL
PL - iPS - 05 	CL
PL - iPS - 06 	CL
Virgo 	CL
Libra 	CL
PL - iPS - 07 	CL
PL - iPS - 08 	CL
Scorpio 	CL
PL - iPS - 09 	CL
Sagittarius 	CL
JCRB0113 	CL
JCRB1345 	CL
BTO : 0005067 	CL
CHEMBL614231 	CL
PAM 212 	CL
PAM212 	CL
Pam212 	CL
PAMC - 82 	CL
PAN03JCK 	CL
PAN07JCK 	CL
PAN08JCK 	CL
PAN09JCK 	CL
Panc 1 . 28 	CL
Panc1 . 28 	CL
CHEMBL612584 	CL
CLO _ 0008374 	CL
CRL - 2553 	CL
PANC 203 	CL
PANC0203 _ PANCREAS 	CL
PANC203 	CL
Panc2 . 03 	CL
Panc203 	CL
CLO _ 0008375 	CL
CRL - 2554 	CL
PANC0213 _ PANCREAS 	CL
Panc 2 . 13 	CL
Panc - 02 . 13 	CL
Panc2 . 13 	CL
CHEMBL1075557 	CL
CLO _ 0008376 	CL
CRL - 2549 	CL
PANC 327 	CL
PANC - 03 - 27 	CL
PANC0327 _ PANCREAS 	CL
PANC3 . 27 	CL
Panc - 03 . 27 	CL
Panc - 327 	CL
Panc - 3 _ 27 	CL
Panc3 . 27 	CL
Panc327 	CL
Panc3 _ 27 	CL
CLO _ 0008377 	CL
CRL - 2555 	CL
PANC0403 _ PANCREAS 	CL
Pa017C 	CL
Pa17C 	CL
Panc 4 . 03 	CL
Panc4 . 03 	CL
Panc 4 . 21 	CL
Panc - 04 . 21 	CL
Panc4 . 21 	CL
CLO _ 0008378 	CL
CRL - 2557 	CL
PANC0504 _ PANCREAS 	CL
Pa18C 	CL
Panc 5 . 04 	CL
Panc - 05 . 04 	CL
Panc5 . 04 	CL
Pa019C 	CL
Pa19C 	CL
Panc 6 . 03 	CL
Panc - 06 . 03 	CL
Panc6 . 03 	CL
CHEMBL1075558 	CL
CLO _ 0008379 	CL
CRL - 2551 	CL
PANC 813 	CL
PANC - 08 - 13 	CL
PANC0813 _ PANCREAS 	CL
Pa14C 	CL
Panc - 08 . 13 	CL
Panc - 813 	CL
Panc - 8 _ 13 	CL
Panc8 . 13 	CL
Panc813 	CL
CHEMBL1075559 	CL
CHEMBL612583 	CL
CLO _ 0008380 	CL
CRL - 2547 	CL
PANC 1005 	CL
PANC - 10 - 05 	CL
PANC1005 _ PANCREAS 	CL
Pa16C 	CL
Panc - 10 . 05 	CL
Panc10 . 05 	CL
Panc1005 	CL
Pa231C 	CL
Panc1002 	CL
Pa37C 	CL
Panc185 	CL
Pa20C 	CL
Panc198 	CL
Pa113C 	CL
Panc2 . 43 	CL
Pa21C 	CL
Panc2 . 5 	CL
Pa104C 	CL
Panc2 . 8 	CL
Panc2 _ 8 	CL
Pa09C 	CL
Panc215 	CL
Pa223C 	CL
Panc233 	CL
Pa34C 	CL
Panc247 	CL
Pa39C 	CL
Panc253 	CL
3 . 014 	CL
Pa28C 	CL
Panc 3 . 014 	CL
CHEMBL614673 	CL
Panc - 4 _ 30 	CL
Panc430 	CL
Pa102C 	CL
Panc480 	CL
Pa222C 	CL
Panc486 	CL
Pa227C 	CL
Panc502 	CL
Pa228C 	CL
Panc503 	CL
Pa229C 	CL
Panc504 	CL
Pa221C 	CL
Panc9 . 6 . 94 	CL
BTO : 0000304 	CL
CHEMBL614139 	CL
CLO _ 0008381 	CL
CRL - 1469 	CL
EFO _ 0002713 	CL
PANC . 1 	CL
PANC1 	CL
PANC1 _ PANCREAS 	CL
Panc 1 	CL
Panc - 1 	CL
Panc1 	CL
RCB2095 	CL
TKG 0606 	CL
cl3872 	CL
cl3873 	CL
cl3874 	CL
BTO : 0000979 	CL
PANC3 	CL
BTO : 0005175 	CL
Panc - 02 	CL
BTO : 0005175 	CL
EFO _ 0002715 	CL
PaTu I 	CL
PaTu - I 	CL
PaTu1 	CL
Panc TUI 	CL
Panc - TU - I 	CL
Panc - Tu1 	CL
Panc - TuI 	CL
PancTUI 	CL
PancTu 1 	CL
PancTu - 1 	CL
PancTuI 	CL
PATU2 	CL
Pa Tu - II 	CL
PaTu II 	CL
PaTu - II 	CL
Panc - TU - II 	CL
Panc - Tu2 	CL
PancTuII 	CL
Patu - 2 	CL
BTO : 0001527 	CL
IHW9266 	CL
C10 	CL
PAR - C10 	CL
ParC10 	CL
C5 	CL
PAR - C5 	CL
ParC5 	CL
PatScl 52 	CL
Patscl52 	CL
CLO _ 0008382 	CL
PA - TU - 8902 	CL
PATU8902 _ PANCREAS 	CL
PaTu8902 	CL
cl3860 	CL
CLO _ 0008383 	CL
PA - TU - 8988S 	CL
PATU - 8988S 	CL
PATU - S 	CL
PATU8988S _ PANCREAS 	CL
PaTu 8988 S 	CL
PaTu - 8988s 	CL
PaTu8988s 	CL
cl3861 	CL
8988T 	CL
CLO _ 0008384 	CL
PA - TU - 8988T 	CL
PATU - 8988T 	CL
PATU - T 	CL
PATU8988T _ PANCREAS 	CL
PaTu 8988 T 	CL
PaTu - 8988t 	CL
PaTu8988t 	CL
cl3862 	CL
BTO : 0005398 	CL
PaTuO - 2 	CL
BTO : 0003523 	CL
CLO _ 0008385 	CL
cl836 	CL
CLO _ 0008390 	CL
CLO _ 0008391 	CL
PC 61 	CL
PC 61 5 . 3 	CL
PC 61 . 5 . 3 	CL
PC615 . 3 	CL
TIB - 222 	CL
cl5246 	CL
BTO : 0002747 	CL
BTO : 0002746 	CL
BTO : 0004886 	CL
CHEMBL614234 	CL
EFO _ 0002843 	CL
PC10 	CL
BTO : 0001009 	CL
CHEMBL612556 	CL
CLO _ 0008392 	CL
CRL - 1721 	CL
EFO _ 0001225 	CL
JCRB0733 	CL
PC 12 	CL
PC12 	CL
RCB0009 	CL
cl3876 	CL
cl3877 	CL
cl3878 	CL
cl4922 	CL
cl5245 	CL
CRL - 1721 . 1 	CL
PC - 12 ADH 	CL
JCRB0130 	CL
JCRB0130 . 1 	CL
BTO : 0001676 	CL
PC12D 	CL
BTO : 0005061 	CL
PC12K 	CL
CHEMBL614100 	CL
PC13 	CL
BTO : 0002877 	CL
CHEMBL614140 	CL
CLO _ 0008394 	CL
EFO _ 0002844 	CL
PC14 	CL
PC14 _ LUNG 	CL
RCB0446 	CL
cl3880 	CL
BTO : 0001061 	CL
CHEMBL390 	CL
CLO _ 0008395 	CL
CRL - 1435 	CL
EFO _ 0002074 	CL
JCRB0077 	CL
JCRB9110 	CL
PC . 3 	CL
PC3 	CL
PC3 _ PROSTATE 	CL
RCB2145 	CL
TKG 0600 	CL
cl3881 	CL
cl3883 	CL
JCRB1406 	CL
BTO : 0002831 	CL
PC346C 	CL
BTO : 0004853 	CL
PC3H 	CL
BTO : 0005220 	CL
PC - 3 / M 	CL
PC3 - M 	CL
PC3M 	CL
2B4 - L 	CL
PC - 3M 2B4 	CL
PC3M - 2B4 	CL
1E8 - H 	CL
PC - 3M IE8 	CL
PC3M - IE8 	CL
BTO : 0005221 	CL
PC3M - LN4 	CL
PC3MLN4 	CL
BTO : 0005222 	CL
PC - 3M - Pro - 4 	CL
PC3MPro4 	CL
PC3N 	CL
PC 44 	CL
PC44 	CL
CHEMBL614235 	CL
EFO _ 0002845 	CL
EFO _ 0002846 	CL
PC7 	CL
PC 82 	CL
CHEMBL614102 	CL
EFO _ 0002847 	CL
PC9 	CL
PC - 9 - ER1 	CL
PC - 9 - ER3 	CL
PCJW 	CL
615 	CL
PC - 12 615 	CL
PC12 ( 615 ) 	CL
PC12 ( 615 ) 	CL
BTO : 0003060 	CL
PC2 	CL
JCRB0266 	CL
PC12 clone HS 	CL
JCRB0263 . 1 	CL
PC12 clone HS . P3 	CL
JCRB0268 	CL
PC12 clone IS 	CL
JCRB0267 	CL
PC12 clone MS 	CL
BTO : 0005071 	CL
PC - 3 MM2 	CL
PC - 3M - MM2 	CL
PC - 3MM2 	CL
PC3MM2 	CL
BTO : 0005121 	CL
PC3 - B1 	CL
BTO : 0002752 	CL
PC - 6 	CL
BTO : 0002753 	CL
BTO : 0002762 	CL
BTO : 0002763 	CL
BTO : 0002764 	CL
BTO : 0002765 	CL
BTO : 0002766 	CL
BTO : 0002755 	CL
BTO : 0002754 	CL
BTO : 0002751 	CL
BTO : 0002756 	CL
BTO : 0002757 	CL
BTO : 0002758 	CL
BTO : 0002759 	CL
BTO : 0002760 	CL
BTO : 0002761 	CL
CLO _ 0008397 	CL
HB - 12314 	CL
CLO _ 0008398 	CL
HB - 12315 	CL
PCC3 - A / 1 	CL
RCB1791 	CL
JCRB0205 	CL
JCRB0206 	CL
JCRB0216 	CL
CLO _ 0008400 	CL
PCC - 4 - azal 	CL
PCC4 aza1 	CL
PCC4 - Azal 	CL
PCC4 . aza 1 	CL
PCC4Azal 	CL
cl3887 	CL
ECA2 	CL
PCC4 - Aza1 - ECA2 	CL
PCC - 4 AzaR 	CL
PCC4 AzaR 	CL
PCC4 azaR 	CL
PCC4 azaR1 	CL
PCC4 - azaR 1 	CL
PCC4 . azaR 	CL
PCC4 / AzaR 	CL
PCC4 / AzaR1 	CL
PCC4 / AzaRl 	CL
PCC4 / F 	CL
PCC4F 	CL
Mz1 	CL
PCC7 - MZ1 	CL
Clone 1009 	CL
BTO : 0003800 	CL
PCCL 3 	CL
PCCL - 3 	CL
PCCl3 	CL
RCB0673 	CL
RCB0674 	CL
RCB0676 	CL
RCB0669 	CL
RCB0678 	CL
PCI - 1 	CL
PCI - 2 	CL
PCI - 3 	CL
PCI - 4A 	CL
PCI - 4T 	CL
PCI - 4B 	CL
PCI - 4M 	CL
PCI - 5 	CL
PCI - 6A 	CL
PCI - 6T 	CL
PCI - 6B 	CL
PCI - 6M 	CL
PCI - 7 	CL
PCI - 9A 	CL
PCI9 	CL
PCI - 9B 	CL
PCI13 	CL
PCI - 15 	CL
PCI - 15T 	CL
15b 	CL
PCI - 15 	CL
PCI - 15M 	CL
PCI - 15b 	CL
BTO : 0003286 	CL
PCI35 	CL
PCI - 37T 	CL
PCI - 37a 	CL
UPCI - 37A 	CL
PCI - 37M 	CL
UPCI - 37B 	CL
BTO : 0003285 	CL
PCI43 	CL
PCM6 _ HAEMATOPOIETIC _ AND _ LYMPHOID _ TISSUE 	CL
RCB1460 	CL
PDPaCa 	CL
Poorly differentiated pancreatic adenocarcinoma 	CL
PD - IPS1 	CL
PD - IPS11 	CL
PD - IPS5 	CL
CLO _ 0008402 	CL
CLO _ 0008403 	CL
PD 5 	CL
cl3889 	CL
cl3890 	CL
CLO _ 0008407 	CL
CRL - 1882 	CL
PDVC57 	CL
PDVC57b 	CL
PECAPJ15 _ UPPER _ AERODIGESTIVE _ TRACT 	CL
CLO _ 0008408 	CL
PECAPJ34CLONEC12 _ UPPER _ AERODIGESTIVE _ TRACT 	CL
cl5103 	CL
CLO _ 0008409 	CL
PECAPJ41CLONED2 _ UPPER _ AERODIGESTIVE _ TRACT 	CL
cl5104 	CL
PECAPJ49 _ UPPER _ AERODIGESTIVE _ TRACT 	CL
IHW9028 	CL
CLO _ 0008412 	CL
CRL - 2215 	CL
PEA 10 	CL
cl5105 	CL
BTO : 0002832 	CL
CLO _ 0008413 	CL
CRL - 2216 	CL
PEA 13 	CL
cl5106 	CL
BTO : 0003615 	CL
CLO _ 0008414 	CL
CRL - 2828 	CL
HEK - 293 PEAKrapid 	CL
PEAK 293 	CL
PEAKrapid 	CL
Peak Rapid 	CL
PECA 4197 	CL
PECA4197 	CL
PECA 4451 	CL
PECA4451 	CL
CLO _ 0008415 	CL
CRL - 6488 	CL
BTO : 0001959 	CL
CLO _ 0008416 	CL
JCRB0830 	CL
PEER 	CL
PEER _ HAEMATOPOIETIC _ AND _ LYMPHOID _ TISSUE 	CL
RCB1879 	CL
TKG 0377 	CL
cl4115 	CL
EFO _ 0002075 	CL
PE01 	CL
PE014 	CL
PE016 	CL
PE023 	CL
PE04 	CL
PEO - 4 	CL
PE06 	CL
CLO _ 0008419 	CL
CRL - 1107 	CL
PER 106 	CL
PER 107 	CL
PER 108 	CL
PER377 	CL
PER C6 	CL
CRL - 2976 	CL
IHW9205 	CL
CLO _ 0008421 	CL
PF382 	CL
PF382 _ HAEMATOPOIETIC _ AND _ LYMPHOID _ TISSUE 	CL
cl3895 	CL
cl4993 	CL
IHW9088 	CL
IHW9027 	CL
CLO _ 0008423 	CL
CRL - 2632 	CL
PFEIFFER _ HAEMATOPOIETIC _ AND _ LYMPHOID _ TISSUE 	CL
CLO _ 0008424 	CL
CRL - 2423 	CL
CHEMBL1075560 	CL
CLO _ 0008425 	CL
CRL - 2060 	CL
PFSK 	CL
CLO _ 0008426 	CL
cl5107 	CL
BTO : 0002412 	CL
CLO _ 0008429 	CL
CLO _ 0008430 	CL
CRL - 2032 	CL
JCRB9125 	CL
PG - 4 	CL
PG - 4 S + L - 	CL
PG - 4 ( S + L - ) 	CL
cl3898 	CL
cl3899 	CL
CHEMBL614847 	CL
BTO : 0002413 	CL
PGBE1 	CL
BTO : 0002414 	CL
PGCL3 	CL
BTO : 0002415 	CL
PGLH7 	CL
CLO _ 0008427 	CL
CRL - 10686 	CL
cl3900 	CL
CLO _ 0008428 	CL
CRL - 10685 	CL
GM03107 	CL
IHW9318 	CL
745 	CL
CLO _ 0008434 	CL
CRL - 2242 	CL
Mutant 745 	CL
S745 	CL
618 	CL
CLO _ 0008435 	CL
CRL - 2241 	CL
Mutant 618 	CL
650 	CL
CLO _ 0008436 	CL
CRL - 2243 	CL
Mutant 650 	CL
605 	CL
CLO _ 0008437 	CL
CRL - 2245 	CL
Mutant 605 	CL
CLO _ 0008438 	CL
CRL - 2244 	CL
CLO _ 0008439 	CL
CRL - 2246 	CL
CRL - 9851 	CL
BTO : 0004273 	CL
PH - 5 	CL
CLO _ 0008440 	CL
Phi 1 	CL
cl3903 	CL
JCRB0141 	CL
CLO _ 0008441 	CL
CRL - 2750 	CL
Pacific herring larva 	CL
AmphoPhoenix 	CL
Phoenix A 	CL
Phoenix Ampho 	CL
Phoenix ampho 	CL
Phoenix - A 	CL
Phoenix - AMPHO 	CL
Phoenix - ampho 	CL
PhoenixA 	CL
SD - 3443 	CL
Phoenix E 	CL
Phoenix Eco 	CL
Phoenix - E 	CL
Phoenix - ECO 	CL
PhoenixEco 	CL
SD - 3444 	CL
Phoenix GP 	CL
PhoenixGP 	CL
CLO _ 0008442 	CL
GM04278 	CL
PI153 / 3 	CL
TIB - 198 	CL
CLO _ 0008445 	CL
CRL - 2591 	CL
IHW0204 	CL
IHW9109 	CL
PIN , LJ 	CL
IHW9051 	CL
PJ2 	CL
JCRB0320 	CL
JCRB0321 	CL
BTO : 0004854 	CL
PK1 _ PANCREAS 	CL
RCB1972 	CL
TKG 0239 	CL
CLO _ 0008450 	CL
CRL - 6489 	CL
PK13 	CL
Porcine kidney 13 	CL
BTO : 0001865 	CL
CCL - 33 	CL
CLO _ 0008447 	CL
CLO _ 0008448 	CL
JCRB9040 	CL
PK 15 	CL
PK ( 15 ) 	CL
PK15 	CL
Porcine kidney 15 	CL
RCB0534 	CL
cl3906 	CL
cl3907 	CL
cl3908 	CL
CLO _ 0008452 	CL
CRL - 6492 	CL
PK - 45 H 	CL
PK45H _ PANCREAS 	CL
RCB1973 	CL
TKG 0491 	CL
PK - 45 P 	CL
RCB2141 	CL
TKG 0493 	CL
PK59 _ PANCREAS 	CL
RCB1901 	CL
TKG 0492 	CL
BTO : 0004855 	CL
RCB2700 	CL
TKG 0383 	CL
CLO _ 0008453 	CL
cl3909 	CL
TKG 0240 	CL
CLO _ 0008449 	CL
CRL - 6490 	CL
CLO _ 0008451 	CL
HB - 191 	CL
PK - 136 	CL
Pig kidney fibroblastic 	CL
Pig kidney rough 	CL
Pig kidney smooth 	CL
PKU1 	CL
PKU2 	CL
JCRB1319 	CL
PL21 _ HAEMATOPOIETIC _ AND _ LYMPHOID _ TISSUE 	CL
PL29018 	CL
CLO _ 0008454 	CL
CRL - 2558 	CL
PL45 _ PANCREAS 	CL
JCRB1125 	CL
JCRB1126 	CL
JCRB1128 	CL
JCRB1130 	CL
JCRB1194 	CL
JCRB1197 	CL
JCRB1229 	CL
JCRB1300 	CL
JCRB1302 	CL
JCRB1306 	CL
JCRB1307 	CL
JCRB1360 	CL
JCRB1364 	CL
JCRB1423 	CL
JCRB1420 	CL
JCRB1219 	CL
JCRB1412 	CL
PLA801 	CL
95C 	CL
BTO : 0002183 	CL
95 - D 	CL
95D 	CL
BTO : 0002182 	CL
PLA801 - 95D 	CL
Platinum - A 	CL
Platinum - E 	CL
PLAT - gp 	CL
PlatGP 	CL
Platinum - GP 	CL
BTO : 0002908 	CL
CLO _ 0008457 	CL
EFO _ 0002313 	CL
PLB 985 	CL
PLB985 	CL
cl3912 	CL
ALEXANDERCELLS _ LIVER 	CL
Alexander cells 	CL
BTO : 0003492 	CL
BTO : 0004274 	CL
CHEMBL1075561 	CL
CLO _ 0008458 	CL
CLO _ 0008459 	CL
CRL - 8024 	CL
JCRB0406 	CL
PLC - 8024 	CL
PLC - PRF - 5 	CL
PLC / PRF5 	CL
PLC8024 	CL
PLCPRF5 _ LIVER 	CL
TKG 0376 	CL
cl3914 	CL
cl3915 	CL
cl3916 	CL
cl5248 	CL
IHW9047 	CL
CLO _ 0008460 	CL
CRL - 2406 	CL
CFPAC - PLJ - 4 . 7 	CL
PLJ - 47 	CL
PLJ - CFTR - 4 . 7 	CL
129S6 	CL
BTO : 0004750 	CL
PMWK 	CL
CLO _ 0008469 	CL
CRL - 9852 	CL
PMC - 2 	CL
PMC42 - ET 	CL
PMC42ET 	CL
PMC42LA 	CL
RCB1426 	CL
IHW9078 	CL
IHW9351 	CL
CLO _ 0008470 	CL
CRL - 2457 	CL
CLO _ 0008471 	CL
CRL - 2458 	CL
CLO _ 0008472 	CL
Primary macaque kidney 	CL
cl5122 	CL
CRL - 2930 	CL
Primary neural ectodermal tumor cell 	CL
BTO : 0004011 	CL
PNET2 	CL
PNP Mel 	CL
BTO : 0003068 	CL
CLO _ 0008475 	CL
PNT - 1A 	CL
PNT1 - a 	CL
PNT1 / A 	CL
PNT1A 	CL
cl3926 	CL
BTO : 0002399 	CL
CLO _ 0008476 	CL
PNT 2 	CL
PNT - 2 	CL
cl3927 	CL
BTO : 0003539 	CL
